id_recipe,quantity,measure,id_ingredient
758,4,cl de,339
758,2,cl de,4
758,3,quartiers de,54
758,,,12
759,1,bouteille de,79
759,2,cl de,16
759,4,cl de,106
759,6,cl de,2
760,"0,5",cl de,32
760,6,cl de,79
760,2,zestes d',182
760,1,quart de morceau de,57
760,,,83
761,1,morceau de,242
761,3,traits d',83
761,10,cl de,79
761,2,cl de,32
762,,,79
762,0.5,cl de,102
762,2,cl de,317
762,2,cl de,2
762,1,jaune d',50
763,,,79
763,2,cl de,358
763,2,cl de,222
763,3,gouttes de,10
763,1,pincées de,57
764,,,6
764,4,cl de,32
764,0.5,cl de,201
765,,,79
765,1,jaune d',50
765,1/2,cuillère à café de,57
765,1/2,cuillère à café de,25
765,3,traits de,2
765,2,cl de,32
766,,,79
766,0.5,cl de,17
766,0.5,cl de,16
766,0.5,cl de,32
766,1,cl de,75
767,,,79
767,2,cl de,32
767,3,,227
767,0.5,cl de,17
768,,,79
768,2,cl de,13
768,1,cl de,30
768,1,cl de,16
769,1,cl de,30
769,3,cl de,32
769,1/2,,91
769,,,79
770,,,432
770,20,cl de,32
770,20,cl de,386
770,20,cl de,433
770,100,cl de,79
770,,,57
770,,,47
770,,,94
771,1/2,bouteille de,49
771,1/2,bouteille de,2
771,1,bouteille de,32
771,250,g de,57
771,500,g de,19
771,4,,434
771,6,,182
771,3,,154
772,1,bouteille de,79
772,2,grammes d',435
772,15,cl de,113
772,6,grammes de,436
773,,,79
773,4,cl de,83
774,3/10,volumes de,170
774,3/10,volumes de,35
774,2/10,volumes de,164
774,2/10,volumes de,2
775,1,cl de,17
775,,,79
775,3,gouttes,83
776,3,cl de,5
776,2,cl de,117
776,2,cl de,34
776,2,cl de,437
777,0.5,cl de,246
777,10,cl de,8
777,5,cl de,6
777,1,boule de,174
778,1,,67
778,20,cl de,34
779,3,cl de,373
779,2,cl de,2
779,1,trait de,1
779,2,cl de,5
780,10,cl de,67
780,20,cl de,34
780,2,cuillères à soupe de,57
780,1,cuillère à soupe de,438
780,1,,96
780,1,pincée de,47
780,1,pincée de,210
780,1,pincée de,439
780,1,zeste de,182
781,17,cl de,440
781,150,grammes de,242
781,120,grammes de,67
781,80,grammes de morceaux de,68
782,2,cl de,16
782,4,cl de,170
782,2,cl de,164
783,1,pincée de,441
783,,,255
783,0.5,cl de,57
783,1,cl de,252
783,15,cl de,34
783,1,,442
783,2,cl de,331
784,3,cl de,3
784,1,,191
784,4,cl de,8
784,0.5,cl de,413
785,,,443
785,3,cl de,35
786,2,cl de,117
786,15,cl de,141
786,3,cl de,40
787,6,cl de,18
787,1,cl de,2
787,2,cl de,444
787,4,cl de,3
788,4,cl de,61
788,2,cl de,3
788,12,cl de,8
789,4,cl de,7
789,2,cl de,241
789,1,cl de,397
789,10,cl de,34
790,3,cl de,7
790,2,cl de,117
790,2,cl de,164
790,3,trais de,25
791,0.5,cl de,397
791,1,cl de,124
791,2,cl de,40
792,2/4,volumes de,58
792,1/4,volumes de,2
792,1/4,volumes de,386
793,5,cl de,2
793,5,cl de,40
794,3,litres de,144
794,500,grammes de,102
794,1,poignée de,147
794,10,grains de,123
794,3,bâtons de,47
794,1/2,branche de,145
794,10,,375
795,2,boules de,60
795,2/3,petite bouteille de,445
795,1,bonne cuillère à café de,102
795,3,cl de,8
795,4,cl de,25
795,1,trait de,10
795,15,cl de,34
796,150,grammes de,68
796,4,cuillères à café de,57
796,1,sachet de,207
796,1,pincée de,129
796,,,20
796,10,cl de,25
797,4,cl de,2
797,5,cl de,3
797,5,cl de,27
798,10,cuillères à café de,446
798,1,litre d',20
798,,,57
799,3,cl de,32
799,1.5,cl de,24
799,1.5,cl de,125
800,8,cl de,9
800,2,cl de,4
800,0.5,cl de,3
800,0.5,cl de,124
800,1,cl de,30
801,,,51
801,3,cl de,3
801,2,cl de,1
801,1,cl de,447
802,2,cl de,175
802,2,cl de,40
802,2,cl de,86
802,20,cl de,34
802,2,cl de,252
803,20,cl de,343
803,1/2,bouteille de,52
803,0.5,cl de,58
803,1,louche de,341
803,1,cl de,169
803,1,cl de,229
803,1,sachet de,448
803,10,cl de,25
804,9,cl de,43
804,4,cl de,35
804,1,trait de,251
805,2/4,volumes de,5
805,1/4,volumes de,449
805,1/4,volumes de,53
805,1,zeste de,54
806,4,cl de,450
806,4,cl de,18
806,4,cl de,108
806,0.5,cl de,16
807,6,cl de,7
807,1,cl de,34
807,1,cl de,25
807,1,cuillère à café d',226
807,0.5,cl de,30
807,1,blanc d',50
807,,,168
808,0.5,cl de,150
808,2,cl de,8
808,2,cl de,451
808,2,cl de,5
809,2.5,cl de,5
809,2,cl de,83
809,1,cl de,2
809,0.5,cl de,9
810,3.5,cl de,4
810,0.5,cl de,85
810,0.5,cl de,109
810,1.5,cl de,2
810,1.5,cl de,36
811,,,3
811,3,cuillères de,361
812,4,cl de,32
812,2,cl de,137
813,4,cl de,4
813,4,cl de,8
813,,compléter de,79
814,1,litre d',452
814,5,litres de,453
814,1,kilo de,57
815,2,cl de,9
815,1.5,cl de,156
815,1.5,cl de,5
815,1.5,cl de,125
815,0.5,cl de,30
816,2,cl de,5
816,2,cl de,170
816,2,cl de,86
817,4,cl de,8
817,3,cl de,4
817,2,cl de,16
817,2,cl de,117
818,2,cl de,3
818,1,cl de,124
818,2,cl de,34
818,5,cl de,9
818,1,cl de,30
819,0.5,cl de,1
819,1.5,cl de,33
819,2,cl de,7
819,3,cl de,31
820,1,cl de,9
820,3,cl de,8
820,1,cl de,33
820,3,cl de,3
820,1,cl de,1
821,1.5,cl de,25
821,1.5,cl de,22
821,1.5,cl de,214
821,3,cl de,454
822,,,51
822,0.5,cl de,150
822,2,cl de,52
822,1.5,cl de,305
822,1.5,cl de,214
823,2,cl de,4
823,2,cl de,117
823,3,cl de,224
823,2,cl de,25
824,4,cuillères à soupe de,413
824,1,litre de,108
824,4,cuilères à café de,16
825,4,cl de,192
825,3,cl de,31
825,1,cl de,30
825,8,cl de,34
826,2,cl de,281
826,0.5,cl de,17
826,7,cl de,221
827,1,,67
827,,,209
828,0.5,cl de,83
828,1/2,cuillère à café de,57
828,1,cl de,16
828,4,cl de,32
828,1,cl de,13
829,3,cl de,184
829,3,cl de,1
830,1/4,de,455
830,1/4,de,157
830,1/4,de,456
830,1/4,de,457
831,4,cl de,7
831,1,cl de,2
831,12,cl de,8
831,2,cl de,11
831,1,cl de,30
832,3,cl de,32
832,3,cl de,139
832,1,cl de,2
832,0.5,cl de,83
833,4.5,cl de,35
833,1.5,cl de,2
833,0.5,cl de,16
834,3,cl de,4
834,2,cl de,106
834,1,cl de,83
834,1,cl de,8
835,2-3,traits d',83
835,1,cl de,36
835,4,cl de,148
836,2,cl de,36
836,2,cl de,36
836,2,cl de,1
836,2,cl de,49
836,2,cl de,257
836,2,cl de,5
837,3.5,cl de,28
837,5.5,cl de,27
837,0.5,cl de,150
838,1,cl de,25
838,2,cl de,35
838,1.5,cl de,2
838,1.5,cl de,22
838,2,cl de,31
839,2,cl de,2
839,1.5,cl de,16
839,0.5,cl de,61
840,5,cl de,4
840,15,cl de,69
840,3,tours de moulin de,458
841,,,51
841,4,cl de,257
841,1/2,jus,54
841,1,cl de,30
842,2,cl de,59
842,2,cl de,25
842,2,cl de,22
842,2,cl de,117
843,4,cl de,13
843,2,cl de,3
843,0.5,cl de,16
844,2,grammes de,26
844,1,gramme de racine d',459
844,2,grammes de,460
844,1,gramme de grains de,145
844,1,gramme de grains de,248
844,0.25,grammes de pistil de,461
844,1,litre d',462
844,700,grammes de,57
845,12,cl de,8
845,3,cl de,13
846,,,51
846,4,cl de,13
847,1,grammes de,460
847,10,grammes de,146
847,1,grammes de feuilles de,463
847,1,grammes de feuilles de,464
847,1,grammes de feuilles de,344
847,1,grammes de feuilles de,459
847,10,grammes de,465
847,0.5,grammes de,461
847,1,litre d',44
848,1,cuillère de,57
848,10,zeste de,344
848,2,cl de,55
848,3,cl de,13
848,8,cl de,6
849,1,cl de,4
849,1,cl de,55
849,1,cl de,84
849,1,cl de,124
850,1,,191
850,1,,67
850,,,57
851,1,gousse de,210
851,1,bâton de,47
851,1,litre de,34
851,4,,50
851,,zeste de un,55
851,100,grammes de,57
852,35,cl de,4
852,50,cl de,8
852,50,cl de,162
852,1/2,litre d',12
853,6,cl de,445
853,1,cl de,78
853,,,162
854,2,cl de,125
854,4,cl de,466
855,50,cl de,257
855,200,grammes de,467
855,200,grammes de,468
855,125,grammes de,64
855,1,bâton de,47
855,3,,96
855,1,kilo de,57
856,2,cl de,16
856,1,cl de,30
856,1,cl de,2
856,2,cl de,125
856,2,cl de,32
857,,,8
857,4,cl de,125
857,4,cl de,125
858,20,cl de,67
858,30,grammes de,429
858,10,cl de,25
859,1,cl de,57
859,1,cl de,25
859,2,cl de,257
859,4,cl de,469
860,"4,5",cl de,125
860,1,cuillère à café de,57
860,2,cuillères à café de,25
860,1,,191
860,1,pincée de,439
861,,,6
861,6,cl de,125
861,1/2,jus,54
862,3,cl de,52
862,2,cl de,241
862,2,traits de,470
862,6,cl de,228
862,5,cl de,4
863,75,cl de,35
863,6,gousses de,210
863,120,grammes de,471
863,1,branche de,472
863,2,,142
863,2,cuillères à café de,473
863,4,,147
863,4,,96
864,1,trait de,150
864,1,cl de,180
864,3,cl de,155
864,5,cl de,6
865,1.5,cl de,474
865,2,cl de,306
865,1,cl de,193
865,3,cl de,9
865,0.5,cl de,16
866,2,cl de,59
866,8,cl de,9
866,6,cl de,4
867,0.5,cl de,474
867,2,cl de,11
867,7,cl de,15
867,2,cl de,152
867,3,cl de,475
867,1,tranche de,94
868,6,onces de,3
868,6,onces de,9
868,1/2,tasse de,25
868,1,cl de,445
868,1,cl de,476
869,,,6
869,1,cl de,16
869,2,cl de,193
869,4,cl de,7
870,2,cl de,216
870,,,79
871,3,cl de,7
871,2,cl de,216
871,5,cl de,112
871,1,cl de,78
872,2,cl de,7
872,2,cl de,119
872,1,cl de,327
873,2,cl de,113
873,4,cl de,4
873,3,gouttes de,327
874,1,kilo de,477
874,1,,478
874,4,,55
874,3,,406
874,1,,259
874,3,,96
874,200,grammes de,57
874,4,litres d',20
875,1,mesure de,3
875,1,mesure de,58
875,1,mesure de,4
875,1,mesure de,2
875,1/4,de mesure de,11
875,4,mesures de,42
876,3,cl de,150
876,,,141
877,2,cl de,271
877,25,cl de,141
878,4,cl de,52
878,8,cl de,8
878,8,cl de,9
878,2,cl de,124
878,2,cl de,161
879,4.5,cl de,3
879,3,cl de,8
879,1.5,cl de,16
879,0.5,cl de,57
880,10,cl d',20
880,1,morceau de,57
880,3,cl d',189
881,13,cl de,81
881,3,cl de,4
881,1,cl de,16
881,1,cl de,2
882,5,cl de,28
882,5,cl de,479
883,4,cl de,4
883,2,cl de,130
883,1.5,cl de,88
883,2,cl de,16
883,2,cl de,87
884,4,cl de,9
884,4,cl de,8
884,4,cl de,4
884,0.5,cl de,30
885,1,verre de,34
885,100,grammes de,19
885,0.5,cl de,361
886,0.5,cl de,16
886,0.5,cl de,61
886,1,cl de,75
886,1,cl de,151
886,3,cl de,5
887,4,cl d',317
887,2,cl de,2
887,1,cl de,24
888,3,cl de,5
888,1,cl de,75
888,1,cl de,151
888,0.5,cl de,16
888,0.5,cl de,61
889,4,cl de,3
889,2,cl de,2
889,0.5,cl de,11
890,,,141
890,0.5,cl de,16
890,2,cl de,7
891,,jus,434
891,4,cl de,4
891,1.5,cl de,106
891,0.5,cl de,16
892,2,cl de,3
892,15,cl de,480
892,1/2,,158
892,7,feuilles de,344
892,2,cuillères à café de,303
893,175,grammes de,127
893,5,cl de,481
893,3,cl de,4
893,1/2,cuillère à café de,207
893,1,,296
893,1/2,cuillère à café du jus d'un,54
894,4,cl de,16
894,4,cl de,251
894,1,pincée de,458
894,30,cl d',20
895,4,,182
895,4,,54
895,3,grosses poignées d',420
895,7,branches de,388
895,15,grammes de,94
895,6,grammes de,482
895,1,petit,483
896,1/3,de,484
896,2/3,de,202
896,0.5,cl de,1
897,1,pincée de,458
897,3,cl de,49
897,0.5,cl de,485
897,0.5,cl de,1
898,,,79
898,4,cl de,5
898,1.5,cl de,29
898,1.5,cl de,75
898,1.5,cl de,100
899,15,cl de,6
899,3,cl de,486
900,4,cl de,484
900,2,cl de,113
900,16,cl de,6
901,3,cl de,150
901,15,cl de,6
902,5,cl de,4
902,8,cl de,6
902,1,cl de,16
902,3,cl de,30
903,15,cl de,6
903,3,cl de,30
904,3,cl de,246
904,15,cl de,6
905,3,cl de,10
905,15,cl de,6
906,6,cl,12
906,4,cl,1
906,2,cl,192
907,2/3,de,487
907,1/3,de,456
907,,,6
908,7,cl de,141
908,7,cl de,69
909,500,grammes de,19
909,250,grammes de,64
909,40,cl de,488
909,15,feuilles de,344
910,6,cl de,4
910,2,cl de,86
910,1,cl de,169
910,10,cl de,12
911,2,cl de,216
911,4,cl de,3
911,1,cl de,78
911,1,cl de,290
911,10,cl de,159
912,2,cl de,192
912,4,cl de,489
913,5,cl de,4
913,"2,5",cl de,110
913,1,brin d',490
914,5,cl de,7
914,2,cl de,2
914,2,cl de,11
914,0.4,cl de,491
914,0.3,cl de,492
915,9,cl de,35
915,1/2,jus,54
915,0.5,cl de,57
916,2,cl de,25
916,4,cl de,34
916,3,cl de,24
916,3,cl de,229
917,2.5,cl de,493
917,2.5,cl de,17
917,3,gouttes d',83
917,1,zeste d',182
918,1.5,cl de,40
918,3,cl,3
918,1.5,cl de,32
919,4,cl de,4
919,1,cl de,170
919,2,cl de,494
920,5,cl de,108
920,100,grammes de,64
920,0.5,cl de,57
920,5,cl de,9
921,,,34
921,4,cl de,25
921,4,cl de,117
921,2,cl de,7
922,3,cl de,175
922,3,cl de,3
922,0.5,cl d',189
922,5,cl d',12
922,1,,158
922,1,cl de,30
923,4,cl de,474
923,1,cl de,35
923,5,cl de,9
923,0.5,cl de,150
924,4,cl de,124
924,8,cl de,8
924,2,cl de,107
924,1,tombée,30
925,3,cl de,32
925,2,cl de,34
925,2,cl de,25
925,2,cl de,257
926,4,cl de,22
926,8,cl de,69
926,7,cl de,141
927,3,cl de,240
927,3,cl de,160
927,"1,5",cl de,241
927,6,cl de,159
927,6,cl de,108
927,"1,5",cl de,16
928,4,cl de,3
928,2,cl de,106
928,2,cl de,16
928,6,cl de,151
928,2,cl de,241
929,4,cl de,175
929,2,cl de,11
929,1,cl de,17
930,2,cl de,75
930,5,cl de,3
930,3,cl de,16
930,0.5,cl de,57
930,1/2,tasse de,19
931,1/2,,249
931,2,cl de,17
931,3,cl de,16
931,5,cl de,3
931,0.5,cl de,84
932,6,cl de,3
932,1.5,cl de,17
932,1.5,cl de,11
932,0.5,cl de,2
933,4.5,cl de,175
933,,jus d'un,55
933,1,cuillère à café de,57
933,,quelques gouttes de,49
934,5,cl de,3
934,3,cl de,16
934,1,cl de,17
934,1,cl de,486
935,7,cl de,175
935,5,cl de,11
935,3,cl de,407
935,1,trait d',275
936,2,cl de,126
936,5,cl de,3
936,1,cl de,216
936,,,12
937,2.5,cl de,35
937,1,cl de,152
937,1,cl de,495
937,2.5,cl de,17
937,5,cl de,34
937,0.5,cl de,16
938,4,cl de,5
938,1,cl de,36
938,2,cuillère à café de,2
938,1,cl de,8
939,6,cl de,8
939,4,cl de,16
939,2,cuillère à café de,30
940,25,cl de,141
940,2,cl de,35
941,3/5,d',496
941,1/5,d',497
941,1/5,de,157
941,0.5,cl de,150
942,10,cl de,42
942,5,cl de,228
942,2,cl de,11
942,2,cl de,413
943,,,238
943,4,cl de,5
943,0.5,cl de,83
943,3,cl de,53
944,3,cl de,3
944,1,cl de,117
945,7,cl de,5
945,1,bouteille de,170
946,0.5,litres de,6
946,0.5,litres de,17
946,2,litres de,43
946,0.75,litres de,232
946,10,cl de,469
946,10,cl de,3
946,10,cl de,8
947,2,cl de,4
947,1,trait de,16
947,1,cuillère de,255
947,1,cl de,397
947,1,,498
948,1,cl de,32
948,4,cl de,378
948,2,cl de,2
949,,,227
949,,rondelles de,406
949,4,cuillère à café de,57
949,24,cl de,12
949,6,cl de,2
949,12,cl de,148
949,48,cl de,202
950,,,57
950,1,tranche de,406
950,1,cl de,499
950,5,cl de,202
951,1,,191
951,0.5,cl de,16
951,1,cl de,13
951,15,cl de,202
952,1,,455
952,4,boules de,414
952,50,cl de,8
952,50,cl de,202
953,,,79
953,2,cl de,222
953,2,cl de,32
953,2,cl de,9
953,0.5,cl de,16
953,0.5,cl de,30
954,0.5,cl de,57
954,2/10,,239
954,2/10,,16
954,2/10,,8
954,4/10,,9
955,4,cl de,500
955,2,cl de,32
955,10,feuilles de,344
955,1,zeste d',182
956,5,cl de,32
956,5,cl de,4
956,5,cl de,35
956,5,cl de,5
957,300,grammes de,64
957,4,cuillères de,501
957,,,8
958,3,cl de,4
958,3,cl de,36
958,,,6
959,1.5,litres d',20
959,3,,54
959,50,grammes de,57
959,1,,203
960,2,cl de,246
960,2,cl de,81
960,1,boule de,174
961,1,boule de,174
961,2,cl de,81
961,2,cl de,246
962,4,cl de,2
962,6,cl de,281
962,2,cl de,11
963,4,cl de,8
963,2,cl de,11
963,1/2,cuillère à café de,57
963,4,cl d',12
964,3,cl de,3
964,1,cl de,78
964,1,cl de,502
964,4,cl de,8
965,,,51
965,0.5,cl de,1
965,2,cl de,81
965,2,cl de,135
965,2,cl de,5
966,8,cl de,4
966,2,cl de,16
966,0.5,cl de,17
967,3,cl de,35
967,2,cl de,106
967,2,cl de,8
968,75,cl de,144
968,125,grammes de,102
968,2,,96
968,10,gousses de,247
968,5,bâtons de,47
969,,,79
969,2.5,cl de,8
969,1,cl de,4
969,1,cl de,222
969,1,cl de,83
970,4,cl de,185
970,2,cl de,49
971,4,cl de,86
971,,,141
972,1,cl de,283
972,1,cl de,503
972,,,330
973,1,trait de,113
973,3,cuillère de,400
973,4,cl de,4
973,1,cl de,1
974,5,cl de,58
974,10,cl de,12
974,4,,55
974,4,cuillières à soupe de,17
975,4,cl de,4
975,4,cl de,79
976,3,cl de,283
976,1,cl de,16
976,2,cl de,69
977,7.5,cl de,4
977,2.5,cl de,7
977,5,cl de,1
977,5,cl de,30
977,10,cl de,69
977,30,cl de,345
978,2.5,cl de,283
978,2.5,cl de,7
978,15,cl de,263
979,1,mesure,86
979,1,mesure,2
979,2,mesures,4
979,4,mesures,45
980,3,cl de,30
980,2,cl de,1
980,2,cl de,4
981,5,cl de,4
981,3,cl de,16
981,2,cl de,192
981,4,cl de,87
981,4,cl de,108
981,2,cl de,224
981,60,grammes de,504
982,4,cl de,4
982,2,cl de,228
983,,jus,406
983,4,cl de,97
983,3,cl de,125
984,6,cl de,4
984,2,cuillères à café de,102
984,1,,158
985,4,,310
985,15,cl de,108
985,1,,249
986,4,cl de,98
986,1,cl de,124
986,,,20
987,2,cl de,98
987,5,cl de,160
987,6,cl de,141
988,,,79
988,4,cl de,2
988,2,cl de,32
988,0.5,cl de,83
989,,,79
989,1.5,cl de,5
989,0.5,cl de,1
989,1,cl de,36
989,1,cl de,505
990,2,cl de,339
990,1,cl de,78
990,,,79
991,75,cl de,43
991,15,cl de,114
991,15,cl de,2
991,5,cl de,57
991,1,,91
991,70,cl de,12
992,2,cl de,150
992,12,cl de,506
992,6,grammes de,507
993,4,cl de,417
993,10,cl de,12
993,1,trait de,508
993,1-2,gouttes de,83
994,150,grammes de,64
994,1,tranche de,509
994,4,,510
995,0.5,cl de,16
995,2,cl de,53
995,1,cl de,52
995,3,cl de,5
996,4,cl de,5
996,2,cl de,16
996,2,cuillère à café de,10
996,1,blanc d',50
997,7,cl de,79
997,1,cuillère de,226
997,4,cl de,244
997,1,trait de,30
998,1,,511
998,5,cl de,2
999,20,cl de,9
999,0.5,cl de,11
999,5,traits d',83
999,,,238
1000,2,cl de,135
1000,2,cl de,4
1000,2,cl de,331
1000,,,34
1000,,,30
1001,4,cl de,5
1001,6,cl de,69
1001,,quelques gouttes de,16
1002,1/3,de,4
1002,1/3,de,7
1002,1/3,de,1
1003,100,grammes de,19
1003,1,grappe de,233
1003,,,57
1004,1,,512
1004,2,cl de,30
1005,,,123
1005,,,122
1005,2,cl de,16
1005,5,cl de,119
1005,10,cl de,18
1006,1,zeste de,94
1006,4,cuillère à soupe de,246
1006,0.5,cl de,125
1006,3,cl de,3
1006,2,cl de,4
1006,1,cl de,5
1006,4,cuillère à soupe de,124
1006,6,cuillère à soupe de,30
1007,0.5,cl de,30
1007,6,cl d',8
1007,2,cl de,35
1008,3,cl de,58
1008,8,cl de,151
1008,2,cl de,118
1009,3/4,de,392
1009,1/4,de,109
1009,,quelques gouttes de,86
1010,0.5,cl de,118
1010,25,cl de,141
1011,4,cl de,7
1011,,,202
1011,1,cl de,192
1012,3,cl de,32
1012,1.5,cl de,117
1012,6,cl de,34
1013,10,cl de,25
1013,2,cl de,24
1013,4,cl de,59
1014,4,cl de,7
1014,4,cl de,108
1014,2,cl de,192
1015,4,cl de,175
1015,4,cl de,2
1015,,jus de,54
1016,1.5,cl de,170
1016,1,cl de,417
1016,1,cl de,386
1017,,,57
1017,,,3
1018,1/3,,28
1018,1/3,,513
1018,1/3,,514
1018,1,pincée de,515
1019,10,cl de,67
1019,5,cl de,24
1019,5,cl de,25
1020,8,,516
1020,,,185
1021,2,cl de,254
1021,23,cl de,326
1022,2,cl de,24
1022,2,cl de,246
1022,5,cl de,25
1023,1,cl de,4
1023,1,cl de,2
1023,2,cl de,34
1023,1,cuillère à café de,252
1023,,,187
1023,,,517
1024,1,litre d',20
1024,150,grammes de,518
1024,50,grammes de,242
1024,10,cl de,58
1025,1,barres de,68
1025,1,tasse de,34
1025,10,cl d',20
1026,125,grammes de,68
1026,50,cl de,34
1026,4,jaunes d',50
1026,100,grammes de,57
1026,1,cl de,102
1026,10,cl de,257
1027,75,grammes de,68
1027,2,cuillères à café de,57
1027,20,cl de,34
1027,30,cl de,25
1027,,,519
1028,100,cl de,34
1028,200,grammes de,68
1028,100,grammes de,57
1029,125,grammes de,68
1029,1,tasse d',20
1029,50,cl de,34
1029,100,grammes de,57
1029,1,,67
1030,12,cl d',20
1030,150,grammes de,520
1030,65,cl de,34
1030,1,pincée de,47
1030,,extrait de,210
1031,20,cl de,212
1031,75,cl de,34
1031,40,cl de,59
1031,1,gousse de,210
1032,5,cl de,137
1032,,,141
1033,4,cl de,108
1033,1,cl de,278
1033,1,cl de,150
1033,1,goutte de,521
1034,2,cl de,2
1034,2,cl de,32
1034,2,cl de,16
1034,2,cl de,97
1035,0.5,cl de,16
1035,2,cl de,4
1035,0.5,cl de,125
1035,1.5,cl de,75
1035,3,cl de,9
1036,,,6
1036,2,cl de,84
1036,1,,158
1036,4,cl de,32
1037,2,cl de,5
1037,1,cl de,1
1037,3,cl de,9
1037,1,cl de,16
1037,,,6
1038,5,cl de,7
1038,4,cl de,156
1038,1,cl de,33
1038,0.5,cl de,16
1039,4,cl de,175
1039,2,cl de,306
1039,1,cl de,130
1039,4,dès de,55
1039,1,cuillère de,242
1039,4,feuilles de,344
1040,1/3,de,1
1040,0.5,cl de,4
1040,1/3,de,25
1040,1/3,de,131
1041,1,tranche d',154
1041,15,cl de,228
1041,6,cl de,10
1041,4,cl de,150
1042,2,cl de,5
1042,3,cl de,125
1042,1.5,cl de,300
1042,0.5,cl de,17
1043,30,cl de,108
1043,1,zeste de,16
1043,1,cuillère de,102
1044,2,cl de,9
1044,0.5,cl de,16
1044,0.5,cl de,75
1044,3,cl de,3
1045,1,,249
1045,1,cuillère a café de,102
1045,25,cl de,34
1045,1/2,,91
1046,50,cl de,34
1046,190,grammes de,68
1046,1,gousse de,210
1047,300,grammes de,68
1047,30,cl d',20
1047,1,jaunes d',50
1048,1,cl de,397
1048,4,cl de,40
1048,15,cl de,522
1048,1,pincées de,168
1048,1,trait de,255
1049,2,barres de,68
1049,1,tasse d',20
1049,3,grammes de,210
1049,3,cl de,134
1050,1,jaune d',50
1050,1,cuillère à café de,57
1050,4,cl de,114
1050,2,cuillères à café de,438
1050,6,cl de,34
1051,30,cl de,34
1051,30,cl de,25
1051,80,grammes de,68
1051,8,,519
1052,6,tablettes de,68
1052,100,cl de,34
1052,3,jaunes d',50
1052,6,cuillères à soupe de,255
1053,300,grammes de,518
1053,4,,374
1053,1,gousse de,210
1053,75,cl de,34
1053,25,cl d',20
1053,1,bâton de,47
1053,2,cuillères à soupe de,102
1054,1,,67
1054,125,grammes de,68
1054,20,cl de,34
1055,170,grammes de,68
1055,80,cl de,34
1055,10,cl d',20
1055,,,255
1056,2,cl de,4
1056,2,cl de,3
1056,1,cl de,25
1056,3,cuillère de,252
1056,1,pincées de,123
1057,3,cuillères à soupe de,187
1057,2,,70
1057,20,cl de,34
1057,6,cl de,109
1058,"1,5",cl de,378
1058,"1,5",cl de,523
1059,4,cl de,31
1059,8,cl de,34
1060,5,cl de,24
1060,6,cl de,4
1061,2,cl de,7
1061,1,cl de,24
1061,1,cl de,25
1062,2,cl de,3
1062,2,cl de,24
1062,2,cl de,2
1062,"0,5",cl de,86
1063,600,grammes de,212
1063,1,litre d',20
1063,5,,50
1063,1,morceau de,47
1063,1,gousse de,210
1064,2,cl de,40
1064,2,cl de,4
1064,1,barre de,68
1064,,,25
1065,2,kilo de,102
1065,0.5,litres de,20
1065,1.5,litres de,108
1065,,,524
1065,2,,54
1066,2,cl de,525
1066,2,cl de,97
1066,2,cl de,75
1066,2,cl de,372
1066,0.5,cl de,22
1066,8,cl de,202
1067,5,cl de,67
1067,2,cl de,24
1067,2,cl de,331
1067,,,34
1068,2,cl de,16
1068,2,cl de,83
1068,3,cl de,526
1068,3,cl de,141
1069,1,dose de,156
1069,2,doses de,4
1070,0.5,cl de,214
1070,2,cl de,35
1070,0.5,cl de,116
1070,4,cl de,36
1071,4,cl de,97
1071,1.5,cl de,2
1071,1.5,cl de,8
1072,2,bouteilles de,79
1072,2,cl de,57
1072,100,cl de,8
1072,50,cl de,81
1072,50,cl de,9
1072,1/2,bouteille de,32
1072,1/4,bouteille de,3
1072,1/4,bouteille de,2
1073,,,51
1073,3,cl de,5
1073,3,cl de,9
1073,1,cl de,125
1074,3,cl de,32
1074,2,cl de,89
1074,2,cl de,527
1074,5,cl de,528
1074,0.5,cl de,193
1075,1,kilo de,102
1075,75,cl d',209
1075,1,gousse de,210
1075,2,litres d',20
1076,2,cl de,22
1076,2,cl de,35
1076,2,cl de,16
1076,1,cl de,17
1077,,,25
1077,3,cl de,164
1077,1,tasse de,67
1078,1.5,cl de,170
1078,0.5,cl de,83
1078,3,cl de,5
1078,1.5,cl de,22
1079,4,cl de,3
1079,3,cl de,87
1079,3,cl de,529
1080,1,bouteille de,452
1080,1/2,litres de,25
1080,100,grammes de,419
1081,1,,127
1081,25,cl d',20
1081,1,pincée de,129
1081,1,branche de,344
1082,5/10,de,530
1082,2/10,de,2
1082,2/10,de,9
1082,1/10,de,30
1082,,,79
1083,2,cl de,16
1083,1,blanc d',50
1083,1,cl de,118
1083,3,cuillère à café de,57
1083,6,traits d',531
1083,,,12
1084,1,cl de,5
1084,1.5,cl de,61
1084,1.5,cl de,106
1084,1.5,cl de,11
1084,2,cl de,52
1085,3,cl de,35
1085,2,cl de,2
1085,2,cl de,84
1086,,,144
1086,4,cl de,4
1086,2,cl de,192
1087,4.5,cl de,35
1087,4.5,cl de,5
1087,1,jus,54
1087,0.5,cl de,30
1087,0.5,cl de,57
1088,10,cl de,8
1088,6,cl de,5
1088,4,cl de,29
1088,1,cl de,246
1089,2.5,cl de,3
1089,1,cl de,137
1089,1,cl de,16
1089,0.5,cl de,5
1089,0.5,cl de,17
1090,0.5,cl de,30
1090,3,cl de,4
1090,2,cl de,9
1090,0.5,cl de,61
1090,1.5,cl de,90
1091,1,bouteille de,28
1091,50,cl de,30
1091,60,cl de,16
